model,image_idx,y_true,k_total,winning_corruption,phase1_l2,phase1_queries,phase1_ssim,phase1_mse,phase1_linf,best_l2,final_l2,final_label,final_ssim,final_mse,final_linf,IR_phase3,n_gens,queries_phase3,q_offspring_eval,q_xi_shrink,q_theta_bs,runtime_sec
standard,54,6,14,blur,2.44327563049681,137,0.9293325543403625,0.0019432278016209604,0.20616476237773895,1.3468954982177923,1.3468954982177923,5,0.9675095677375793,0.0005905362889081772,0.1143658310174942,0.4487337075662161,17,1890,936,18,936,7.508390665054321
robust,54,6,14,blur,7.156456323407854,72,0.45524847507476807,0.01667150622032691,0.47624850273132324,7.099846787610191,7.220859023783114,4,0.4537144601345062,0.01697291835355318,0.45442554354667664,0.007910274756027014,14,1939,784,141,1014,8.121818542480469
standard,55,6,14,blur,2.231319209492232,138,0.9270793795585632,0.0016206983771644007,0.1845410391688347,1.5959045487432064,1.6091034046815815,5,0.967193603515625,0.0008428430268146685,0.13888417184352875,0.28477084679140247,17,1882,952,20,910,7.492810249328613
robust,55,6,14,blur,4.555239127304953,118,0.6375563740730286,0.006754623537412106,0.31893181800842285,4.353256470623229,4.4832243089994925,4,0.6911841034889221,0.006542740962209047,0.30601548962295055,0.04434073624609554,15,1909,821,22,1066,8.32195258140564
standard,56,2,14,jpeg,3.102315589173035,132,0.8800150752067566,0.003132930343367851,0.25389852933585644,1.8872409269329862,1.8872409269329862,6,0.9521133303642273,0.0011594004744397155,0.12760186195373535,0.391667007212488,16,1875,896,17,962,7.483624696731567
robust,56,2,14,blur,5.668682266491961,91,0.4526602327823639,0.010460272994284,0.36946386098861694,1.5268651220721616,1.528126359472021,6,0.9809303283691406,0.0007601465376501274,0.10903269052505493,0.7306490203027282,19,1928,1064,32,832,8.050616979598999
standard,57,1,14,fractal_random,1.9356154225298015,130,0.9549241065979004,0.001219598653624747,0.14189541339874268,1.2145068695203127,1.2145068695203127,8,0.9810180068016052,0.0004801519955588789,0.09887740015983582,0.3725474309700517,19,1873,1064,29,780,7.46332573890686
robust,57,1,14,blur,3.9395490465859324,140,0.7587454915046692,0.005052098532049521,0.3124549388885498,3.543801012843737,3.626991987647996,8,0.8042295575141907,0.0042822496507542215,0.24825917184352875,0.10045516100000232,17,1887,901,50,936,8.185753345489502
standard,58,2,14,fractal_random,3.0197970081709093,132,0.8397995829582214,0.0029684811102076735,0.22752258158288896,1.697820987170593,1.7019924114502647,6,0.9353029131889343,0.0009429616667917029,0.14010706543922424,0.4377698293704308,19,1895,1044,19,832,7.49003791809082
robust,58,2,14,jpeg,7.038991865372175,143,0.5709368586540222,0.01612871304712749,0.4856870621442795,6.429309540763051,6.527344623187754,0,0.6409197449684143,0.013869214726697082,0.42561253905296326,0.08661500627787526,15,1884,829,15,1040,8.291658639907837
standard,59,3,14,fractal_random,2.968186732457134,88,0.9006882309913635,0.0028678816662547394,0.24505722522735596,0.7770502780470829,0.7862733274541375,1,0.9949234127998352,0.00020124536272168078,0.06057894229888916,0.738207077893707,21,1912,1176,34,702,7.394336938858032
robust,59,3,14,blur,7.053332908772984,97,0.5138327479362488,0.016194500365227866,0.46496421098709106,2.1033301703042784,2.1368346281026436,4,0.9450411200523376,0.001486348392385552,0.13690876960754395,0.7017962717046659,22,1930,1179,75,676,8.164828300476074
standard,60,7,14,fractal_random,1.158031862499109,128,0.961031973361969,0.00043653574041769384,0.07565343379974365,0.9082325058130164,0.9084865937524339,4,0.9787282347679138,0.0002686679199024545,0.05988362431526184,0.21571026219175798,16,1874,896,16,962,7.45157265663147
robust,60,7,14,jpeg,4.057203476150216,139,0.7742819786071777,0.005358365900678842,0.3012811839580536,3.01395694892176,3.052899673437913,9,0.9041895866394043,0.0030339180622638053,0.3046819269657135,0.25713438661902344,18,1888,986,18,884,8.148597717285156
standard,61,2,14,jpeg,0.4316868022237862,129,0.989730179309845,6.0661945056705175e-05,0.043549418449401855,0.24845101490997476,0.250203045272969,3,0.9957272410392761,2.0378112674959502e-05,0.022938400506973267,0.42446464976434956,19,1898,1047,19,832,7.371210813522339
robust,61,2,14,blur,2.3476335973510016,138,0.7573969960212708,0.001794070152152085,0.2504468560218811,1.7805112997406058,1.8417248183857517,4,0.9133744239807129,0.001104150481470224,0.24582220613956451,0.2415718953120791,18,1889,959,20,910,8.024758338928223
standard,62,6,14,blur,1.624124499556071,139,0.9485349655151367,0.0008586524707220894,0.14516931772232056,1.4164888778019091,1.4164888778019091,5,0.9595703482627869,0.0006531382515235261,0.11165010929107666,0.1278446460298554,14,1865,784,15,1066,7.2694361209869385
robust,62,6,14,jpeg,2.1085009006447306,144,0.9351449012756348,0.0014471927239647266,0.1505127251148224,1.3423872464028421,1.3434146434727061,3,0.9721455574035645,0.0005874879249757843,0.13175280392169952,0.36334518709839236,17,1879,952,17,910,8.414477586746216
standard,63,8,14,jpeg,1.1220169357602865,136,0.9543787837028503,0.0004098053398870127,0.13016989827156067,0.8412140487450939,0.8614458420601764,0,0.9604068398475647,0.00024156540895303464,0.08373548090457916,0.2502661751936201,18,1891,989,18,884,9.342204093933105
robust,63,8,14,fractal_random,6.768037907187062,49,0.2885340750217438,0.014910917029010753,0.4700735956430435,4.327024306143275,4.341668985865301,6,0.5003886222839355,0.0061360968282208285,0.2353169023990631,0.36066783822999054,21,1956,1176,52,728,8.198355674743652
standard,64,8,14,blur,2.1923049815776694,135,0.898785412311554,0.0015645185977377163,0.2211788445711136,2.150546456065144,2.1680649627437494,8,0.8997310996055603,0.0015301125346002843,0.22783641517162323,0.01904777203145985,9,1891,504,971,416,8.021422386169434
robust,64,8,14,fractal_random,7.758021574264964,50,0.20275788009166718,0.019592089435794487,0.5001792162656784,4.887573730428403,4.888522207272177,6,0.5557475686073303,0.007779182820196087,0.27456384897232056,0.3699974041524269,20,1977,1100,71,806,9.679887771606445
standard,65,0,14,fractal_random,1.0174333661435748,81,0.9693458080291748,0.0003369696141088039,0.061993181705474854,0.9207886995163379,0.9216190340650473,6,0.9759411811828613,0.00027649141895946344,0.05898869037628174,0.0949886939461733,15,1921,840,15,1066,8.469926834106445
robust,65,0,14,blur,4.375394020671614,138,0.727584183216095,0.006231794543010714,0.37953421473503113,3.3356132488812404,3.3394470391393414,9,0.8349111080169678,0.0036301779324448475,0.24740982055664062,0.23764277385714605,18,1869,1008,29,832,9.648522853851318
standard,66,2,14,blur,3.457068252215895,72,0.739570677280426,0.003890403938958028,0.3395163118839264,3.4501719288083956,3.766056902413101,2,0.6931279301643372,0.004616922083315846,0.395908921957016,0.001994847340106423,5,1954,280,1310,364,8.232500791549683
robust,66,2,14,blur,5.2253185387021635,72,0.4660766124725342,0.008888005804330896,0.42704012896865606,4.527319617057699,4.527319617057699,4,0.5367076992988586,0.006672077745764179,0.39152264408767223,0.1335801667352188,18,1955,1008,63,884,8.813785791397095
standard,67,9,14,blur,2.652735050497357,132,0.9351428151130676,0.0022906911615029994,0.18277835845947266,1.2816604249119707,1.315283618236025,0,0.9788345694541931,0.0005631415944684835,0.0858738124370575,0.5168532097950475,19,1895,1016,47,832,8.488162755966187
robust,67,9,14,jpeg,5.451665503045786,140,0.7809123992919922,0.009674692954784979,0.36525052040815353,4.630643315727761,4.828430271205507,2,0.8317680358886719,0.007589107702020571,0.23596498370170593,0.15060024993450685,17,1887,906,19,962,9.064728498458862
standard,68,3,14,blur,3.1451930307012215,89,0.8581823706626892,0.0032201299480376093,0.22629454731941223,3.1450603059464166,3.146705792934344,3,0.8576804995536804,0.0032232282766405263,0.23886510729789734,4.219923976343901e-05,17,1938,917,267,754,7.628888368606567
robust,68,3,14,blur,7.689995062547485,98,0.36220836639404297,0.01925000783268385,0.379184365272522,3.534436682766247,3.5348588447421063,6,0.8400991559028625,0.004067456679713767,0.29703861474990845,0.5403850517434032,19,1902,1064,32,806,8.072957754135132
standard,69,8,12,blur,2.078455915156274,135,0.9450364112854004,0.0014062431612135752,0.24569210410118103,1.6822908932905514,1.773733922903031,5,0.9325990676879883,0.0010241315509447407,0.22566315531730652,0.1906054484855099,16,1877,896,123,858,7.411110877990723
robust,69,8,12,fractal_random,8.539405324990613,98,0.42707645893096924,0.023737448992343108,0.5973094701766968,5.228259248612928,5.228259248612928,0,0.6146010756492615,0.008898012533617541,0.3781610131263733,0.38774902354003493,20,1929,1103,20,806,8.197877645492554
standard,70,8,14,fractal_random,1.9251350654827721,130,0.8940248489379883,0.0012064274154789574,0.13587301969528198,1.2386054828259916,1.2489928186623127,6,0.954685389995575,0.0005078069758611167,0.12708215415477753,0.3566137228322821,20,1882,1120,34,728,7.464245080947876
robust,70,8,14,fractal_random,7.386430937398477,51,0.4085651934146881,0.017760208982082467,0.45472434163093567,4.815545814918569,4.81970013916284,0,0.6405490040779114,0.007561689334893324,0.3337131217122078,0.3480551221921234,20,1976,1110,60,806,8.190151691436768
standard,71,1,14,fractal_random,1.601308810410511,130,0.8926308751106262,0.0008346972351231533,0.11621950566768646,1.0613633897483263,1.0613633897483263,9,0.9648330211639404,0.00036669669670244277,0.07961130142211914,0.3371900642473606,18,1897,969,18,910,7.569979190826416
robust,71,1,14,jpeg,6.0689120179401055,118,0.657371461391449,0.011989483424966757,0.49104851484298706,4.27641568529717,4.3657514883081685,9,0.7751820683479309,0.006204357436186571,0.39146047830581665,0.29535711299557443,18,1909,979,20,910,8.0186607837677
standard,72,1,14,blur,3.011224642698604,143,0.8514630794525146,0.002951651643488065,0.2654266804456711,2.1559325803031606,2.1559325803031606,6,0.9040226936340332,0.0015130355626232835,0.15728046000003815,0.2840346250716607,17,1857,952,21,884,7.591302871704102
robust,72,1,14,blur,3.5964961555672645,140,0.7855940461158752,0.004210541861005898,0.2906138747930527,3.4173672935524384,3.448948566337217,8,0.8215430378913879,0.0038721504406537804,0.32334117591381073,0.04980649339428327,16,1887,857,16,1014,8.15986442565918
standard,73,7,12,jpeg,1.8816292150779512,132,0.9259025454521179,0.0011525157887483292,0.12825089693069458,1.465362089793764,1.465362089793764,3,0.9240543842315674,0.0006989863507460115,0.09089082479476929,0.22122696753884227,19,1888,1064,44,780,7.518556594848633
robust,73,7,12,blur,6.0318361368565,96,0.4732922315597534,0.011843439837854151,0.44137391448020935,6.00303034895598,6.00303034895598,8,0.4934598207473755,0.011730590431359418,0.4470408260822296,0.004775625074511958,17,1929,952,249,728,8.221897602081299
standard,74,2,14,blur,1.3640121431198244,139,0.9689895510673523,0.0006056409917247188,0.15220075845718384,1.101457536210319,1.10971126323446,3,0.9715729355812073,0.00040086558776912615,0.09556812047958374,0.19248700111201344,18,1888,991,39,858,7.435416221618652
robust,74,2,14,blur,5.572749090380669,72,0.5528138875961304,0.010109222794381048,0.3668648526072502,4.582684397820593,4.646620652057531,3,0.6572308540344238,0.0070283475531016425,0.3015320599079132,0.17766181044631346,17,1955,924,17,1014,8.108369588851929
standard,75,2,14,jpeg,3.26574907899257,142,0.8737847208976746,0.0034717177887177157,0.41269421577453613,1.9751661166681058,1.9796679737301581,3,0.9450276494026184,0.0012757438993972073,0.2581098973751068,0.3951874228875501,17,1879,952,17,910,7.550362825393677
robust,75,2,14,jpeg,6.515828370780874,118,0.6953765749931335,0.01382031880126073,0.5431173890829086,4.562907200717487,4.576263135209241,5,0.8742892742156982,0.006817117297611777,0.3191341161727905,0.29971955351386026,17,1905,952,17,936,8.087867498397827
standard,76,7,14,fractal_random,0.22689246908450816,124,0.996164083480835,1.6757875171635576e-05,0.012852698564529419,0.21132920385039017,0.21377294534418256,3,0.9967667460441589,1.4875936107421636e-05,0.013951212167739868,0.0685931326716768,16,1903,873,16,1014,7.33190131187439
robust,76,7,14,blur,1.3674577670836903,133,0.9717209935188293,0.0006087046695174193,0.1836499273777008,1.1458604200925553,1.149152673740079,8,0.9789633750915527,0.00042986716026521783,0.11360481381416321,0.1620505966072537,16,1894,890,16,988,8.057309865951538
standard,77,8,14,blur,2.267453352662254,136,0.9421701431274414,0.0016736148133135724,0.19492869079113007,1.6953432572729412,1.7225025536246705,5,0.9502069354057312,0.0009658251862195592,0.13316206634044647,0.25231394274002983,18,1891,974,33,884,7.310741424560547
robust,77,8,14,fractal_random,8.211487825760125,51,0.42359939217567444,0.021949392028843356,0.5425867401063442,4.950005477439235,4.950005477439235,6,0.7196135520935059,0.007976091840716732,0.2872166261076927,0.3971853113012415,22,1976,1208,66,702,8.50902771949768
standard,78,9,14,fractal_random,2.9987656454699017,132,0.8949627876281738,0.002927277147282069,0.23752868175506592,2.2582394116756017,2.2679642000131985,4,0.9370765686035156,0.001674369006736948,0.16474808752536774,0.24694368328281308,18,1874,1008,34,832,8.905357360839844
robust,78,9,14,blur,4.149594912898847,143,0.7477414011955261,0.0056051881318867165,0.30583788454532623,3.8792028652307966,3.90035791092203,8,0.8153648376464844,0.00495208064719514,0.3708984702825546,0.06516107074151925,14,1864,784,14,1066,10.244829654693604
standard,79,0,14,fractal_random,3.57528762850982,44,0.7784964442253113,0.0041610291753175046,0.31944189965724945,2.2718760167714502,2.3473374455975584,2,0.8832523226737976,0.0017936175289404316,0.20481038093566895,0.3645613296521354,19,1968,1064,20,884,7.9858129024505615
robust,79,0,14,blur,5.487754124725739,96,0.6429781317710876,0.009803204861147252,0.377450130879879,5.199984847999129,5.199984847999129,8,0.7544376254081726,0.008802032017728377,0.4173913598060608,0.05243844206321678,15,1923,840,17,1066,8.18386197090149
standard,80,3,14,fractal_random,3.074814608523191,41,0.809349000453949,0.0030776317958293056,0.19036805629730225,1.2786966873097616,1.2807051701870127,6,0.9676079750061035,0.0005339211366238934,0.08193612098693848,0.5841386066771975,22,1976,1232,68,676,7.3942084312438965
robust,80,3,14,blur,2.264958870349152,136,0.8690049052238464,0.0016699344675694353,0.24545729160308838,1.7906550404479615,1.7958913144565891,4,0.9609187245368958,0.0010498781406537532,0.2701319456100464,0.2094094670372865,16,1874,896,16,962,8.207874059677124
standard,81,8,14,blur,2.6457299832770205,139,0.9213791489601135,0.002278609096487963,0.2794179320335388,2.3931303179864765,2.490714243591464,3,0.9149665236473083,0.002019419737669797,0.22583931684494019,0.09547446900748058,16,1875,896,121,858,7.9414753913879395
robust,81,8,14,blur,11.692681225468691,72,0.18497739732265472,0.04450481583347269,0.5753885954618454,11.360605288788824,11.542462912097552,8,0.1974276304244995,0.04336863612786371,0.6102115958929062,0.028400324123824438,20,1955,1090,345,520,9.067975521087646
standard,82,6,14,blur,2.628349276289907,141,0.8754644393920898,0.0022487695046138276,0.2126336693763733,2.619581635765608,2.781637632959013,3,0.859081506729126,0.002518720054729393,0.21186256408691406,0.0033357973399468594,13,1862,728,42,1092,7.529395818710327
robust,82,6,14,jpeg,6.7916487695484795,118,0.5929203629493713,0.015015134443004364,0.524480514228344,5.611822540010308,5.654131779197914,5,0.6710882186889648,0.010406642610260359,0.47080712765455246,0.1737172032258389,17,1906,952,18,936,8.359809398651123
standard,83,4,14,blur,1.2886300411380143,135,0.9110390543937683,0.0005405492782953647,0.13258105516433716,1.2878555060260013,1.3400693756469484,2,0.9041120409965515,0.0005845657420147484,0.12151771783828735,0.000601053124082819,13,1868,728,48,1092,7.389877796173096
robust,83,4,14,fractal_random,4.919225749955643,46,0.43505561351776123,0.007877207675464409,0.31956152617931366,3.0840071778742906,3.1379476074819954,6,0.7116701006889343,0.003205310899273546,0.19932889938354492,0.37307061423190446,21,1981,1159,68,754,8.222804307937622
standard,84,6,14,blur,2.5802427364897786,135,0.9129576086997986,0.0021672046156276897,0.18604975938796997,1.2196854027602766,1.222367172395477,3,0.9861332774162292,0.00048638722324243036,0.07721897959709167,0.5272981934949404,18,1892,990,18,884,7.564974546432495
robust,84,6,14,blur,3.337230447359571,144,0.8466309905052185,0.0036253603706978394,0.24208883941173553,2.6687430815182385,2.695446680736209,3,0.9312979578971863,0.0023650497415194896,0.22992992401123047,0.20031201811976823,16,1877,896,19,962,8.291038990020752
standard,85,6,14,blur,3.213080170842898,138,0.8605784773826599,0.003360639382898382,0.19721117615699768,1.5846602093971733,1.5846602093971733,2,0.9726248383522034,0.0008174309700750898,0.10772234201431274,0.5068096265455262,18,1885,1008,19,858,7.4910900592803955
